-BEGIN HEADER-;;;;;
NASA/POWER CERES/MERRA2 Native Resolution Daily Data ;;;;;
Dates (month/day/year): 01/01/2012 through 12/31/2021 ;;;;;
Location: Latitude  -33.7453   Longitude -70.0584 ;;;;;
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 3232.94 meters;;;;;
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ;;;;;
Parameter(s): ;;;;;
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) ;;;;;
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) ;;;;;
PREC     MERRA-2 Precipitation Corrected (mm/day) ;;;;;
T2M     MERRA-2 Temperature at 2 Meters (C) ;;;;;
WS2M     MERRA-2 Wind Speed at 2 Meters (m/s) ;;;;;
-END HEADER-;;;;;
;QV2M (g/kg) ;RH2M (%);Prec (mm);T2M ( C);WS2M (m/S)
11-05-2013;1.77;36.25;0.0;-0.42;1.57
12-05-2013;1.71;34.38;0.0;-0.32;1.68
13-05-2013;2.56;59.12;0.0;-2.36;2.45
14-05-2013;1.65;49.56;0.0;-4.96;2.58
15-05-2013;0.98;30.44;0.0;-4.09;1.24
16-05-2013;1.95;39.38;0.0;-1.14;1.84
17-05-2013;2.75;53.88;4.9;-0.54;2.27
18-05-2013;3.72;80.25;8.56;-2.11;2.52
19-05-2013;1.89;51.38;0.01;-3.52;2.16
20-05-2013;2.14;50.56;0.0;-2.44;2.12
21-05-2013;2.14;54.38;0.0;-2.75;1.55
22-05-2013;2.01;39.81;0.0;-0.74;1.04
23-05-2013;1.83;38.0;0.0;-0.54;1.35
24-05-2013;1.59;23.25;0.0;3.39;1.04
25-05-2013;1.83;36.31;0.0;0.16;1.54
26-05-2013;2.08;48.94;0.0;-2.62;1.66
27-05-2013;2.99;80.81;24.55;-5.01;5.41
28-05-2013;3.66;98.75;29.83;-4.89;10.17
29-05-2013;2.08;68.0;0.22;-7.2;2.75
30-05-2013;2.44;68.0;0.13;-5.56;2.2
31-05-2013;2.44;90.81;6.09;-9.38;6.08
01-06-2013;2.26;78.0;0.62;-7.92;3.14
02-06-2013;2.62;62.5;0.0;-4.11;1.39
03-06-2013;2.08;40.12;0.0;-1.13;0.97
04-06-2013;2.69;36.44;0.0;3.26;0.84
05-06-2013;2.56;42.38;0.0;1.68;1.64
06-06-2013;2.26;32.94;0.0;2.92;1.26
07-06-2013;1.77;25.75;0.0;3.11;0.99
08-06-2013;2.14;37.75;0.0;0.96;1.75
09-06-2013;2.2;39.69;0.0;0.64;1.23
10-06-2013;3.05;52.06;0.0;1.32;1.13
11-06-2013;2.62;41.06;0.0;2.22;1.05
12-06-2013;2.01;31.19;0.0;2.64;1.36
13-06-2013;2.5;42.06;0.0;1.58;1.23
14-06-2013;2.32;39.62;0.0;1.42;1.26
15-06-2013;2.87;63.0;0.01;-1.81;2.66
16-06-2013;2.26;65.0;0.03;-4.88;1.97
17-06-2013;1.28;43.31;0.0;-6.77;2.28
18-06-2013;0.98;33.25;0.0;-7.37;1.99
19-06-2013;1.46;45.19;0.0;-6.23;0.92
20-06-2013;1.16;37.56;0.0;-6.35;1.31
21-06-2013;1.77;51.38;0.0;-5.4;2.73
22-06-2013;3.05;91.31;0.39;-6.21;1.74
23-06-2013;3.17;89.69;0.12;-5.97;2.06
24-06-2013;2.44;72.56;0.0;-6.15;1.68
25-06-2013;1.59;48.81;0.01;-5.55;1.63
26-06-2013;2.14;60.19;0.07;-5.38;2.87
27-06-2013;2.93;86.44;8.53;-5.74;5.88
28-06-2013;2.38;90.69;18.69;-8.9;5.2
29-06-2013;1.34;60.88;0.02;-10.95;2.78
30-06-2013;1.16;44.25;0.0;-9.0;2.2
01-07-2013;1.89;47.06;0.0;-4.3;2.21
02-07-2013;1.77;47.44;0.0;-4.6;3.5
03-07-2013;2.44;66.06;1.23;-4.75;3.44
04-07-2013;2.62;76.0;0.89;-5.48;1.93
05-07-2013;2.99;82.31;3.54;-5.21;3.2
06-07-2013;2.38;70.56;0.01;-5.62;1.91
07-07-2013;2.5;56.06;0.0;-2.63;1.82
08-07-2013;2.38;57.44;0.0;-3.06;2.38
09-07-2013;2.87;76.31;0.0;-5.11;2.97
10-07-2013;2.32;64.5;0.29;-5.06;3.6
11-07-2013;1.22;41.94;0.01;-6.79;2.54
12-07-2013;1.1;24.56;0.0;-2.93;1.71
13-07-2013;2.01;46.38;0.0;-3.23;2.43
14-07-2013;2.93;62.19;0.0;-1.5;1.87
15-07-2013;2.08;29.81;0.0;3.15;1.0
16-07-2013;1.46;20.56;0.0;3.73;1.26
17-07-2013;1.65;35.12;0.0;-0.77;2.8
18-07-2013;2.87;70.0;0.04;-3.42;3.76
19-07-2013;3.05;90.19;0.02;-5.92;2.77
20-07-2013;1.83;87.81;0.6;-11.8;4.82
21-07-2013;0.92;60.81;0.12;-13.99;1.23
22-07-2013;0.92;34.25;0.0;-8.7;1.37
23-07-2013;1.53;38.06;0.0;-3.7;1.36
24-07-2013;1.4;22.56;0.0;1.21;1.12
25-07-2013;1.89;27.69;0.0;2.8;1.41
26-07-2013;2.69;54.94;0.28;-1.56;2.77
27-07-2013;2.56;49.69;0.0;-0.61;1.52
28-07-2013;2.99;54.69;0.0;0.28;1.77
29-07-2013;2.75;42.06;0.04;2.62;1.49
30-07-2013;2.5;55.06;0.19;-2.11;2.71
31-07-2013;1.83;59.75;0.0;-6.92;2.3
01-08-2013;1.4;54.5;0.0;-8.43;1.75
02-08-2013;1.28;39.12;0.0;-5.37;1.75
03-08-2013;1.65;68.5;0.0;-9.52;4.23
04-08-2013;2.75;74.75;0.01;-5.05;3.72
05-08-2013;1.53;40.12;0.0;-3.58;3.05
06-08-2013;2.14;46.19;0.3;-1.77;4.3
07-08-2013;2.5;88.75;16.0;-8.06;7.29
08-08-2013;1.04;60.69;0.01;-12.95;1.73
09-08-2013;1.1;48.25;0.0;-8.66;1.38
10-08-2013;1.46;33.56;0.0;-3.02;2.3
11-08-2013;3.05;80.25;0.39;-4.95;5.46
12-08-2013;2.5;87.81;1.24;-7.88;3.8
13-08-2013;0.98;33.56;0.0;-7.09;1.2
14-08-2013;1.46;21.12;0.0;2.5;1.01
15-08-2013;1.71;29.44;0.0;0.88;2.02
16-08-2013;1.59;28.94;0.0;0.5;1.57
17-08-2013;1.77;31.69;0.0;1.02;1.83
18-08-2013;1.46;32.69;0.0;-1.33;2.87
19-08-2013;1.4;29.56;0.0;-1.18;2.31
20-08-2013;1.71;36.25;0.0;-1.3;2.94
21-08-2013;2.14;50.5;0.0;-2.63;3.22
22-08-2013;2.01;52.06;0.0;-2.97;2.46
23-08-2013;2.38;66.25;0.0;-4.88;2.08
24-08-2013;2.62;79.5;0.0;-5.98;2.12
25-08-2013;1.53;56.0;0.0;-8.13;1.57
26-08-2013;1.77;49.0;0.0;-3.89;1.46
27-08-2013;2.38;36.12;0.0;3.36;1.31
28-08-2013;2.14;22.56;0.0;8.19;1.15
29-08-2013;2.2;27.25;0.0;6.05;1.63
30-08-2013;2.32;37.44;0.0;2.32;2.11
31-08-2013;2.5;48.44;0.0;-0.0;3.19
01-09-2013;3.17;65.25;0.0;-1.13;2.96
02-09-2013;3.66;81.81;0.81;-2.19;3.48
03-09-2013;3.54;67.0;0.0;0.23;2.13
04-09-2013;2.44;50.94;0.05;-1.22;3.39
05-09-2013;2.62;52.94;0.02;-0.36;3.7
06-09-2013;4.64;85.81;1.25;-0.22;3.66
07-09-2013;3.3;58.56;0.09;1.3;3.76
08-09-2013;2.93;38.31;0.0;5.66;2.22
09-09-2013;2.93;38.19;0.0;5.41;3.25
10-09-2013;3.11;44.0;0.0;4.19;4.55
11-09-2013;3.72;75.94;0.06;-1.23;4.4
12-09-2013;2.26;65.12;0.01;-4.95;4.57
13-09-2013;1.71;44.5;0.0;-3.37;2.7
14-09-2013;1.95;63.25;0.05;-6.52;3.55
15-09-2013;1.22;53.19;0.04;-9.68;2.9
16-09-2013;1.22;65.12;0.04;-12.27;2.63
17-09-2013;0.92;39.62;0.0;-8.46;2.4
18-09-2013;1.16;34.31;0.0;-4.68;2.16
19-09-2013;2.26;56.5;0.0;-3.68;2.89
20-09-2013;2.44;76.56;0.17;-6.43;4.71
21-09-2013;1.77;68.69;2.17;-8.88;2.09
22-09-2013;1.28;37.88;0.0;-4.95;1.83
23-09-2013;1.34;39.44;0.0;-3.31;2.21
24-09-2013;1.53;29.12;0.0;0.57;1.97
25-09-2013;1.65;35.81;0.0;-0.43;2.59
26-09-2013;2.01;44.5;0.0;-1.42;2.5
27-09-2013;1.65;44.25;0.04;-4.28;3.46
28-09-2013;0.67;30.94;0.0;-8.17;2.99
29-09-2013;0.92;25.69;0.0;-4.42;2.54
30-09-2013;1.34;35.56;0.0;-3.52;2.36
01-10-2013;2.01;52.88;0.0;-3.35;2.73
02-10-2013;2.44;60.25;0.0;-3.56;2.91
03-10-2013;2.14;60.88;0.0;-4.49;2.36
04-10-2013;1.22;23.44;0.0;0.87;2.06
05-10-2013;1.71;29.81;0.0;2.45;2.06
06-10-2013;2.56;41.5;0.0;3.25;1.73
07-10-2013;3.54;53.94;0.0;3.33;1.2
08-10-2013;1.95;34.81;0.0;1.51;2.88
09-10-2013;1.53;30.31;0.0;0.33;2.21
10-10-2013;1.46;25.56;0.0;2.71;1.7
11-10-2013;1.83;28.81;0.0;2.94;2.31
12-10-2013;1.71;29.62;0.0;2.32;2.38
13-10-2013;1.83;32.94;0.0;1.81;2.29
14-10-2013;2.08;30.56;0.07;4.63;1.77
15-10-2013;2.99;43.06;0.14;4.8;2.03
16-10-2013;2.56;42.06;0.02;3.48;2.11
17-10-2013;1.89;30.69;0.0;3.73;2.28
18-10-2013;1.77;27.69;0.06;3.49;2.12
19-10-2013;2.32;40.94;0.03;2.47;4.34
20-10-2013;2.56;62.69;0.06;-3.51;5.24
21-10-2013;1.59;37.06;0.0;-0.81;2.86
22-10-2013;2.08;47.25;0.0;-2.11;3.91
23-10-2013;2.08;46.0;0.0;-1.74;3.34
24-10-2013;2.87;50.88;0.0;1.06;1.88
25-10-2013;2.75;51.62;0.0;0.89;2.89
26-10-2013;1.95;31.94;0.0;2.92;1.96
27-10-2013;3.11;44.25;0.01;5.17;1.88
28-10-2013;3.23;45.75;0.19;3.85;3.1
29-10-2013;2.32;32.0;0.0;4.5;2.57
30-10-2013;2.87;41.31;0.0;3.89;2.53
31-10-2013;3.3;60.81;0.01;0.3;3.85
01-11-2013;3.23;66.94;0.0;-0.67;1.99
02-11-2013;2.2;37.38;0.0;3.39;1.55
03-11-2013;2.69;35.31;0.0;6.65;1.94
04-11-2013;2.69;33.38;0.0;6.15;2.45
05-11-2013;2.44;27.62;0.01;8.14;1.93
06-11-2013;2.87;48.88;0.0;1.66;4.27
07-11-2013;1.53;30.19;0.0;1.39;2.62
08-11-2013;1.95;37.06;0.0;1.06;3.14
09-11-2013;2.93;54.81;2.32;0.54;2.91
10-11-2013;3.48;74.56;0.56;-1.43;1.55
11-11-2013;2.81;50.75;0.0;1.9;2.44
12-11-2013;2.2;32.69;0.0;4.55;2.71
13-11-2013;2.26;32.06;0.0;5.52;3.05
14-11-2013;2.56;46.44;0.0;1.08;4.98
15-11-2013;1.4;21.81;0.0;5.31;1.96
16-11-2013;1.83;23.94;0.0;7.31;2.35
17-11-2013;2.56;35.31;0.0;5.47;2.68
18-11-2013;2.87;41.75;0.0;3.92;2.14
19-11-2013;3.11;44.69;0.0;4.54;1.12
20-11-2013;2.93;39.31;0.0;6.33;1.75
21-11-2013;3.42;39.5;0.0;8.69;1.64
22-11-2013;2.81;31.0;0.0;8.19;2.09
23-11-2013;2.93;39.69;0.23;5.81;2.16
24-11-2013;3.91;63.06;1.06;2.3;3.27
25-11-2013;3.66;58.12;0.94;3.08;2.76
26-11-2013;2.99;57.56;0.05;0.41;3.51
27-11-2013;1.16;25.38;0.0;0.78;3.15
28-11-2013;1.71;30.75;0.0;1.77;3.11
29-11-2013;1.89;26.5;0.0;5.05;2.05
30-11-2013;2.14;30.81;0.07;5.05;2.14
01-12-2013;1.89;26.62;0.01;5.15;2.66
02-12-2013;1.95;26.19;0.0;5.9;3.05
03-12-2013;1.53;17.75;0.0;8.34;3.3
04-12-2013;1.46;18.38;0.0;6.55;4.16
05-12-2013;2.01;27.0;0.0;5.6;3.37
06-12-2013;2.69;35.81;0.0;5.53;3.34
07-12-2013;2.5;26.94;0.0;8.62;2.83
08-12-2013;4.27;57.0;0.19;5.16;3.59
09-12-2013;2.5;37.56;0.0;5.46;2.39
10-12-2013;3.54;39.0;0.0;9.54;1.89
11-12-2013;3.42;36.94;2.22;8.97;1.96
12-12-2013;3.91;39.81;0.63;9.43;1.94
13-12-2013;3.6;38.19;0.09;9.17;1.98
14-12-2013;3.17;32.94;0.34;9.3;2.12
15-12-2013;5.19;53.31;0.01;9.62;1.57
16-12-2013;6.1;55.75;0.17;10.99;2.01
17-12-2013;4.76;49.06;0.02;9.76;2.4
18-12-2013;5.49;51.19;0.0;10.57;1.92
19-12-2013;4.03;37.88;0.04;10.62;2.16
20-12-2013;4.52;41.5;0.02;11.26;1.86
21-12-2013;5.19;46.06;0.01;12.18;1.94
22-12-2013;6.29;49.62;0.0;13.49;1.55
23-12-2013;6.65;48.5;0.25;14.71;1.96
24-12-2013;6.23;47.44;1.5;13.47;1.91
25-12-2013;4.09;41.69;0.67;10.15;2.46
26-12-2013;3.11;32.56;0.29;9.9;2.34
27-12-2013;1.95;19.62;0.0;10.89;2.42
28-12-2013;2.32;23.38;0.0;10.86;2.48
29-12-2013;2.2;24.25;0.0;9.51;3.01
30-12-2013;2.75;29.5;0.0;8.39;3.21
31-12-2013;3.11;35.94;0.0;7.93;3.56
01-01-2014;3.97;47.75;0.0;7.14;3.39
02-01-2014;3.23;46.31;0.0;4.76;3.46
03-01-2014;1.22;17.12;0.0;7.69;1.88
04-01-2014;1.95;16.44;0.0;13.96;1.84
05-01-2014;2.99;22.5;0.0;14.42;2.01
06-01-2014;2.75;26.19;0.0;11.44;2.4
07-01-2014;2.26;24.19;0.0;10.38;2.62
08-01-2014;1.53;15.56;0.0;10.63;2.22
09-01-2014;1.89;21.62;0.0;7.01;3.19
10-01-2014;2.32;31.06;0.0;7.44;2.9
11-01-2014;3.11;36.94;0.0;10.27;1.33
12-01-2014;4.33;41.38;0.0;12.51;2.01
13-01-2014;5.25;39.25;0.0;14.15;1.81
14-01-2014;6.1;48.06;0.0;13.55;1.65
15-01-2014;5.43;44.56;0.0;13.81;2.26
16-01-2014;6.04;53.81;0.01;12.64;1.92
17-01-2014;6.71;66.94;0.66;9.23;1.51
18-01-2014;7.02;69.0;0.08;8.87;1.53
19-01-2014;6.29;55.5;0.0;11.79;2.19
20-01-2014;5.0;54.25;0.02;8.78;3.38
21-01-2014;2.14;27.88;0.03;7.01;3.43
22-01-2014;2.69;28.44;0.0;8.62;3.04
23-01-2014;3.11;38.38;0.0;6.09;3.86
24-01-2014;2.14;28.44;0.0;5.26;3.02
25-01-2014;2.75;34.5;0.0;6.8;2.41
26-01-2014;4.27;46.75;0.0;8.44;1.41
27-01-2014;4.7;54.12;0.0;7.64;2.58
28-01-2014;3.11;36.75;0.01;8.12;1.85
29-01-2014;3.42;37.5;0.0;10.45;1.62
30-01-2014;2.56;25.19;0.02;10.73;2.32
31-01-2014;2.87;32.44;0.06;8.67;2.91
01-02-2014;3.72;45.0;0.05;7.13;3.27
02-02-2014;3.17;43.75;0.0;5.32;3.36
03-02-2014;2.14;30.31;0.0;5.72;3.23
04-02-2014;2.56;34.5;0.0;6.12;3.28
05-02-2014;2.81;43.38;0.0;3.4;3.66
06-02-2014;1.89;24.44;0.0;6.76;2.88
07-02-2014;1.83;19.0;0.0;9.49;2.11
08-02-2014;2.32;27.75;0.0;8.12;2.77
09-02-2014;3.78;41.5;0.0;8.83;2.41
10-02-2014;3.17;33.19;0.01;9.48;2.4
11-02-2014;2.01;20.88;0.0;9.6;2.13
12-02-2014;3.11;32.62;0.6;10.6;1.99
13-02-2014;5.19;55.69;5.14;8.69;2.04
14-02-2014;5.07;60.25;6.14;6.99;1.96
15-02-2014;5.25;72.06;6.2;4.37;1.42
16-02-2014;3.91;54.94;0.91;4.26;1.97
17-02-2014;3.48;40.94;0.01;7.36;1.66
18-02-2014;4.15;48.19;0.0;7.19;2.06
19-02-2014;3.23;40.5;0.23;6.98;2.27
20-02-2014;2.75;34.31;0.04;6.4;2.65
21-02-2014;2.5;34.69;0.22;5.2;2.83
22-02-2014;1.83;24.88;0.36;7.01;1.96
23-02-2014;1.77;20.62;0.01;7.59;2.41
24-02-2014;3.6;48.38;4.88;5.39;2.24
25-02-2014;4.27;68.31;1.52;2.6;1.59
26-02-2014;3.54;48.06;0.0;5.51;2.02
27-02-2014;1.89;22.75;0.0;7.46;2.34
28-02-2014;1.95;26.38;0.0;6.26;2.71
01-03-2014;3.6;54.81;1.05;3.47;1.86
02-03-2014;4.82;70.75;0.33;3.78;1.7
03-03-2014;4.33;59.88;0.0;4.9;1.98
04-03-2014;3.66;49.44;0.0;5.48;2.45
05-03-2014;2.2;29.56;0.0;5.58;2.77
06-03-2014;2.62;38.06;0.0;5.03;2.39
07-03-2014;1.65;19.31;0.0;7.42;2.55
08-03-2014;2.32;29.19;0.0;6.99;2.67
09-03-2014;3.05;47.12;0.0;2.26;3.12
10-03-2014;2.2;35.06;0.0;3.12;3.03
11-03-2014;1.71;25.06;0.0;5.09;2.17
12-03-2014;2.38;30.12;0.0;5.8;2.5
13-03-2014;3.6;49.44;0.09;4.95;2.91
14-03-2014;4.09;72.31;0.03;1.19;2.43
15-03-2014;2.56;45.19;0.0;1.93;2.9
16-03-2014;2.93;46.75;0.0;2.93;3.64
17-03-2014;3.48;47.12;0.0;5.33;2.82
18-03-2014;3.85;60.69;0.0;2.73;2.42
19-03-2014;3.17;52.44;0.0;3.26;1.98
20-03-2014;3.11;45.81;0.0;4.28;2.7
21-03-2014;2.38;36.38;0.0;4.39;2.89
22-03-2014;1.34;13.56;0.0;9.97;1.6
23-03-2014;1.95;19.88;0.0;10.17;1.45
24-03-2014;2.5;32.62;0.0;6.24;2.23
25-03-2014;2.81;38.56;0.0;6.24;1.38
26-03-2014;3.17;39.06;0.0;6.8;1.57
27-03-2014;2.38;31.88;0.0;5.0;2.05
28-03-2014;1.53;18.94;0.0;6.08;2.07
29-03-2014;2.44;43.88;0.16;2.41;3.32
30-03-2014;3.3;71.0;0.6;-1.56;3.86
31-03-2014;2.75;54.75;0.0;0.51;2.65
01-04-2014;3.05;40.94;0.08;5.16;1.96
02-04-2014;3.23;47.69;0.09;4.32;2.73
03-04-2014;1.71;24.19;0.1;4.76;2.58
04-04-2014;2.08;27.62;0.17;5.33;2.77
05-04-2014;2.38;29.75;0.28;5.71;2.59
06-04-2014;4.27;55.75;0.83;5.6;2.27
07-04-2014;2.99;71.31;0.25;-3.24;4.75
08-04-2014;1.53;30.5;0.01;-0.45;3.37
09-04-2014;2.87;51.75;0.01;1.16;3.05
10-04-2014;2.69;58.19;0.51;-0.91;1.91
11-04-2014;1.89;44.06;0.06;-1.47;3.05
12-04-2014;0.79;19.25;0.0;0.85;2.01
13-04-2014;1.22;16.06;0.0;5.23;1.6
14-04-2014;1.46;18.5;0.0;6.68;1.29
15-04-2014;2.26;29.88;0.0;6.34;2.12
16-04-2014;2.56;48.94;0.0;1.21;2.63
17-04-2014;1.71;33.5;0.0;0.18;2.41
18-04-2014;1.34;27.5;0.0;-0.14;2.55
19-04-2014;1.59;25.81;0.0;2.6;2.08
20-04-2014;1.22;19.38;0.0;3.53;2.08
21-04-2014;1.1;17.12;0.02;3.72;1.61
22-04-2014;0.85;9.31;0.02;7.71;1.27
23-04-2014;1.04;11.12;0.0;7.69;1.59
24-04-2014;1.65;19.31;0.0;7.94;1.43
25-04-2014;2.2;27.56;0.0;6.05;1.48
26-04-2014;2.62;47.38;0.0;1.75;2.64
27-04-2014;2.01;43.81;0.0;-0.49;2.12
28-04-2014;1.65;29.44;0.0;0.99;1.98
29-04-2014;1.95;41.06;0.0;-0.77;1.82
30-04-2014;2.26;55.44;0.01;-2.96;3.22
01-05-2014;3.54;80.88;0.91;-2.88;4.39
02-05-2014;3.05;65.62;2.0;-1.94;4.53
03-05-2014;3.78;76.56;0.51;-0.97;4.0
04-05-2014;2.38;51.81;0.0;-0.74;2.21
05-05-2014;2.5;46.81;0.0;0.11;2.06
06-05-2014;3.3;57.81;0.0;1.25;2.23
07-05-2014;2.5;33.12;0.0;5.0;1.09
08-05-2014;1.65;19.19;0.0;7.01;1.38
09-05-2014;2.01;25.38;0.01;5.39;1.18
10-05-2014;2.32;35.31;0.28;2.89;1.46
11-05-2014;3.3;70.56;0.08;-1.59;2.03
12-05-2014;1.89;40.88;0.0;-1.0;2.07
13-05-2014;1.4;26.88;0.0;-0.1;2.1
14-05-2014;2.01;38.44;0.0;-0.24;2.2
15-05-2014;2.2;42.12;0.0;-0.14;1.99
16-05-2014;1.89;40.94;0.0;-0.88;2.23
17-05-2014;1.77;34.31;0.0;-0.66;2.3
18-05-2014;1.59;31.5;0.0;-0.86;3.38
19-05-2014;1.28;26.31;0.0;-0.91;2.21
20-05-2014;1.95;47.56;2.91;-3.24;3.88
21-05-2014;2.14;76.81;5.55;-8.13;2.73
22-05-2014;1.65;62.12;1.1;-7.97;1.85
23-05-2014;1.16;26.38;0.0;-2.2;0.77
24-05-2014;1.28;25.5;0.0;-0.35;1.23
25-05-2014;1.77;35.5;0.0;-0.87;1.21
26-05-2014;1.34;30.06;0.0;-1.5;1.7
27-05-2014;1.22;23.88;0.0;0.22;1.79
28-05-2014;2.08;41.56;0.01;-0.35;3.1
29-05-2014;2.81;77.69;0.43;-5.32;4.3
30-05-2014;1.71;55.12;0.13;-6.28;1.75
31-05-2014;1.4;49.0;0.0;-6.31;1.73
01-06-2014;0.98;26.12;0.0;-3.88;2.05
02-06-2014;1.22;27.19;0.0;-2.24;2.45
03-06-2014;2.38;66.81;17.07;-5.16;4.98
04-06-2014;1.59;81.62;3.71;-12.73;4.68
05-06-2014;0.85;50.62;0.01;-14.34;2.12
06-06-2014;1.34;66.5;5.31;-12.35;4.49
07-06-2014;1.83;95.88;4.75;-12.72;4.66
08-06-2014;2.2;95.12;4.46;-10.86;5.02
09-06-2014;2.08;59.81;0.0;-5.85;1.0
10-06-2014;1.95;58.44;0.0;-6.67;2.37
11-06-2014;2.62;79.62;12.55;-6.74;4.43
12-06-2014;1.95;95.12;18.97;-12.19;3.59
13-06-2014;1.1;47.0;0.03;-11.54;1.65
14-06-2014;2.14;60.38;0.0;-6.43;2.1
15-06-2014;2.56;65.44;0.0;-4.79;1.92
16-06-2014;2.01;39.19;0.0;-1.27;0.89
17-06-2014;2.01;40.25;0.0;-1.42;1.01
18-06-2014;1.77;33.12;0.0;-0.88;1.16
19-06-2014;1.95;38.69;0.0;-1.31;1.23
20-06-2014;1.83;39.56;0.0;-2.31;1.33
21-06-2014;2.32;62.0;0.03;-4.4;2.76
22-06-2014;1.95;61.0;0.0;-5.71;2.52
23-06-2014;1.95;48.38;0.0;-3.45;1.79
24-06-2014;1.95;52.69;0.0;-4.2;1.74
25-06-2014;2.44;77.69;0.01;-6.7;1.67
26-06-2014;2.14;76.5;0.0;-8.11;1.2
27-06-2014;1.4;52.75;0.0;-7.66;2.24
28-06-2014;1.16;26.88;0.0;-1.98;1.15
29-06-2014;1.22;24.44;0.0;-0.92;1.21
30-06-2014;1.4;36.12;0.02;-4.06;1.74
01-07-2014;1.34;45.0;0.07;-6.54;1.99
02-07-2014;1.59;64.56;4.37;-9.63;3.41
03-07-2014;1.28;44.38;0.0;-7.46;1.88
04-07-2014;2.08;84.81;0.39;-9.56;2.27
05-07-2014;1.89;89.31;0.13;-11.67;2.55
06-07-2014;1.89;55.94;0.0;-5.59;1.43
07-07-2014;1.71;32.94;0.0;-0.57;1.08
08-07-2014;1.59;31.19;0.0;-0.96;1.39
09-07-2014;1.65;25.19;0.0;2.05;0.99
10-07-2014;1.59;25.56;0.0;2.08;0.93
11-07-2014;1.59;39.44;0.0;-2.94;1.55
12-07-2014;1.46;37.12;0.0;-3.27;1.8
13-07-2014;1.89;38.38;0.0;-1.02;2.41
14-07-2014;2.81;77.81;19.68;-5.25;4.85
15-07-2014;1.95;66.5;0.56;-6.7;2.55
16-07-2014;3.3;90.38;0.0;-5.37;3.06
17-07-2014;2.08;52.62;0.0;-2.97;1.42
18-07-2014;1.83;24.12;0.0;4.15;0.67
19-07-2014;1.4;18.38;0.0;4.03;0.98
20-07-2014;1.59;33.06;0.08;-0.01;1.87
21-07-2014;2.32;66.81;0.0;-5.35;2.63
22-07-2014;2.38;84.12;0.04;-7.93;1.61
23-07-2014;1.34;58.88;0.0;-9.73;1.45
24-07-2014;0.92;37.5;0.0;-8.57;1.83
25-07-2014;2.26;74.31;0.0;-6.76;2.0
26-07-2014;2.26;67.81;0.0;-5.56;2.65
27-07-2014;3.3;85.75;0.01;-4.26;2.74
28-07-2014;3.91;87.25;0.05;-2.71;3.78
29-07-2014;2.62;64.0;0.0;-2.64;3.52
30-07-2014;3.42;71.75;0.0;-1.55;3.21
31-07-2014;3.42;78.06;0.0;-2.7;4.52
01-08-2014;2.14;48.81;0.0;-1.63;3.12
02-08-2014;3.23;70.56;0.09;-2.31;7.38
03-08-2014;2.38;70.06;0.1;-6.26;5.94
04-08-2014;1.4;28.81;0.0;-1.56;2.09
05-08-2014;1.53;38.0;0.04;-3.47;4.79
06-08-2014;1.77;65.62;10.54;-8.93;3.85
07-08-2014;1.1;22.75;0.0;-2.24;1.12
08-08-2014;1.46;23.19;0.0;1.52;1.22
09-08-2014;1.77;38.06;0.0;-1.56;2.37
10-08-2014;2.5;68.5;0.0;-4.93;2.82
11-08-2014;1.34;45.44;0.0;-6.24;2.57
12-08-2014;1.1;37.12;0.0;-6.34;1.51
13-08-2014;1.28;28.12;0.0;-1.52;1.38
14-08-2014;1.34;27.62;0.18;-0.83;1.8
15-08-2014;1.71;33.25;0.32;-0.51;2.1
16-08-2014;2.38;38.44;0.0;1.96;1.42
17-08-2014;2.38;30.06;0.0;5.75;1.02
18-08-2014;1.59;17.75;0.0;7.63;1.09
19-08-2014;1.59;16.69;0.0;7.79;1.07
20-08-2014;2.01;28.69;0.0;3.86;1.75
21-08-2014;2.08;34.38;0.0;2.15;2.17
22-08-2014;3.17;63.25;0.09;-0.71;2.52
23-08-2014;2.69;78.69;25.42;-5.87;4.19
24-08-2014;2.01;88.06;4.57;-10.34;3.51
25-08-2014;1.53;45.38;0.0;-5.58;1.05
26-08-2014;1.65;32.25;0.02;-1.51;1.63
27-08-2014;2.38;53.88;0.0;-2.14;2.1
28-08-2014;2.62;55.06;0.0;-1.73;1.99
29-08-2014;3.17;61.69;0.2;-0.53;1.85
30-08-2014;2.93;66.38;5.23;-2.67;3.54
31-08-2014;3.11;62.31;0.32;-1.02;2.1
01-09-2014;3.11;78.12;8.59;-3.96;5.78
02-09-2014;3.36;83.12;0.56;-3.79;2.45
03-09-2014;3.91;83.69;2.0;-2.02;2.09
04-09-2014;3.54;73.31;5.69;-1.47;2.43
05-09-2014;2.75;80.69;7.15;-5.98;4.12
06-09-2014;2.14;65.88;0.01;-6.62;3.6
07-09-2014;2.5;51.69;0.0;-0.98;3.05
08-09-2014;2.44;50.88;0.0;-0.99;4.16
09-09-2014;2.5;74.56;0.08;-5.95;4.75
10-09-2014;1.16;48.06;0.0;-7.77;2.36
11-09-2014;1.59;36.0;0.0;-2.65;2.45
12-09-2014;2.62;54.5;0.0;-1.42;2.58
13-09-2014;3.48;76.12;5.53;-1.99;1.84
14-09-2014;3.36;62.94;0.06;0.49;1.0
